city_ascii,country,lat,lng
Monteros,Argentina,-27.1667,-65.5
Lontras,Brazil,-27.1658,-49.5419
Porto Belo,Brazil,-27.15,-48.5333
Bombinhas,Brazil,-27.1378,-48.5169
Aristobulo del Valle,Argentina,-27.1167,-54.9167
Seara,Brazil,-27.1167,-52.2833
Nhlangano,Eswatini,-27.1167,31.2
Taio,Brazil,-27.1,-49.9833
Chapeco,Brazil,-27.0958,-52.6178
Nonoai,Brazil,-27.0958,-52.6178
Brusque,Brazil,-27.0949,-48.9148
Itapema,Brazil,-27.09,-48.6108
Guabiruba,Brazil,-27.0858,-48.9811
Caboolture,Australia,-27.085,152.9513
Mondai,Brazil,-27.0833,-53.4167
Bongaree,Australia,-27.0813,153.1636
Hohenau,Paraguay,-27.0796,-55.75
Sao Carlos,Brazil,-27.0775,-53.0039
Catanduvas,Brazil,-27.0708,-51.6619
Palmitos,Brazil,-27.0675,-53.1611
Caldera,Chile,-27.0667,-70.8333
Las Brenas,Argentina,-27.0667,-61.0667
Ibirama,Brazil,-27.0667,-49.5167
Famailla,Argentina,-27.05,-65.4
La Leonesa,Argentina,-27.05,-58.7167
Jardin America,Argentina,-27.05,-55.2333
Presidente Getulio,Brazil,-27.05,-49.6167
Bella Vista,Argentina,-27.0333,-65.3
Apiuna,Brazil,-27.0333,-49.4167
Villiers,South Africa,-27.0333,28.6
Fraiburgo,Brazil,-27.0258,-50.9208
Camboriu,Brazil,-27.025,-48.6539
Vredefort,South Africa,-27.0167,27.3833
Videira,Brazil,-27.0078,-51.1519
Amersfoort,South Africa,-27.0078,29.8711
Treze Tilias,Brazil,-27.0019,-51.4058
Balneario de Camboriu,Brazil,-26.9953,-48.6356
Presidencia de la Plaza,Argentina,-26.9833,-59.8333
Orkney,South Africa,-26.9789,26.6692
Hlatikulu,Eswatini,-26.9667,31.3167
Xaxim,Brazil,-26.9617,-52.5347
Santa Cecilia,Brazil,-26.9608,-50.4269
Vryburg,South Africa,-26.9586,24.7322
Standerton,South Africa,-26.95,29.25
San Isidro de Lules,Argentina,-26.9333,-65.35
Corzuela,Argentina,-26.9333,-60.9667
Coronel Freitas,Brazil,-26.9333,-52.7833
Lebon Regis,Brazil,-26.9333,-50.7
Blumenau,Brazil,-26.9333,-49.05
Gaspar,Brazil,-26.9333,-48.9667
Vaal Reefs,South Africa,-26.929,26.736
Saudade,Brazil,-26.9242,-53.0031
Rodeio,Brazil,-26.9228,-49.3664
Machagai,Argentina,-26.9167,-60.0333
Cunha Pora,Brazil,-26.9,-53.15
Ilhota,Brazil,-26.9,-48.8667
Itajai,Brazil,-26.9,-48.6667
Parys,South Africa,-26.9,27.45
Navegantes,Brazil,-26.8989,-48.6539
Indaial,Brazil,-26.8978,-49.2319
Deneysville,South Africa,-26.895,28.0983
San Ignacio,Paraguay,-26.8867,-57.0283
Faxinal dos Guedes,Brazil,-26.8833,-52.2333
Xanxere,Brazil,-26.8769,-52.4039
Pilar,Paraguay,-26.87,-58.3
Quitilipi,Argentina,-26.8667,-60.2167
Santa Rosa,Paraguay,-26.8667,-56.85
Ponte Serrada,Brazil,-26.8667,-51.9667
Klerksdorp,South Africa,-26.8667,26.6667
Villa Nougues,Argentina,-26.8578,-65.3756
Banda del Rio Sali,Argentina,-26.85,-65.1667
Pinhalzinho,Brazil,-26.8478,-52.9919
Stilfontein,South Africa,-26.8428,26.7744
Timbo,Brazil,-26.8228,-49.2719
Yerba Buena,Argentina,-26.8167,-65.3167
San Miguel de Tucuman,Argentina,-26.8167,-65.2167
Sasolburg,South Africa,-26.8142,27.8286
Caloundra,Australia,-26.8047,153.1338
Campo Largo,Argentina,-26.8,-60.8333
Puerto Rico,Argentina,-26.8,-55.0167
Benedito Novo,Brazil,-26.8,-49.4167
Presidencia Roque Saenz Pena,Argentina,-26.7833,-60.45
Cacador,Brazil,-26.775,-51.015
Maravilha,Brazil,-26.77,-53.2167
Penha,Brazil,-26.7689,-48.6458
Picarras,Brazil,-26.75,-48.6667
Pomerode,Brazil,-26.7408,-49.1769
Tafi Viejo,Argentina,-26.7333,-65.2667
Rio dos Cedros,Brazil,-26.7333,-49.2667
Luis Alves,Brazil,-26.7333,-48.95
Sao Miguel d'Oeste,Brazil,-26.7308,-53.5153
Quilombo,Brazil,-26.7258,-52.7208
Potchefstroom,South Africa,-26.715,27.1033
Vanderbijlpark,South Africa,-26.6992,27.8356
Buderim,Australia,-26.6847,153.0532
Santa Maria,Argentina,-26.6833,-66.0333
Delareyville,South Africa,-26.6833,25.4667
Vereeniging,South Africa,-26.6736,27.9319
Maroochydore,Australia,-26.6553,153.0932
Luderitz,Namibia,-26.6458,15.1539
San Juan Bautista,Paraguay,-26.6333,-57.1667
Nambour,Australia,-26.6269,152.9591
Quilpie,Australia,-26.6161,144.2675
Barra Velha,Brazil,-26.6156,-48.6847
Massaranduba,Brazil,-26.6108,-49.0078
Guaraciaba,Brazil,-26.5989,-53.5178
Meekatharra,Australia,-26.5936,118.4953
Ganyesa,South Africa,-26.5908,24.1594
Keetmanshoop,Namibia,-26.5786,18.1333
Roma,Australia,-26.5733,148.7869
Abelardo Luz,Brazil,-26.5647,-52.3283
Meyerton,South Africa,-26.5583,28.0197
Sao Domingos,Brazil,-26.5578,-52.5319
Kingaroy,Australia,-26.541,151.84
General Jose de San Martin,Argentina,-26.5375,-59.3417
Sannieshof,South Africa,-26.5333,25.8
Ermelo,South Africa,-26.5333,29.9833
Pampa del Infierno,Argentina,-26.5167,-61.1667
Secunda,South Africa,-26.5161,29.2028
Sao Jose do Cedro,Brazil,-26.5,-53.5
Palmas,Brazil,-26.4842,-51.9906
Jaragua do Sul,Brazil,-26.4833,-49.0667
Bethanie,Namibia,-26.4833,17.15
Fochville,South Africa,-26.4833,27.4833
Manzini,Eswatini,-26.4833,31.3667
Tres de Mayo,Paraguay,-26.4794,-56.0961
Evander,South Africa,-26.4719,29.11
Barra do Sul,Brazil,-26.4572,-48.6114
Guaramirim,Brazil,-26.45,-49
Bethal,South Africa,-26.45,29.45
Siteki,Eswatini,-26.45,31.95
Lobamba,Eswatini,-26.4465,31.2064
Corupa,Brazil,-26.4333,-49.2333
General Carneiro,Brazil,-26.4278,-51.3158
Nigel,South Africa,-26.4203,28.4683
Papanduva,Brazil,-26.4167,-50.15
Kinross,South Africa,-26.4167,29.0833
Schroeder,Brazil,-26.4072,-49.0728
Charleville,Australia,-26.4016,146.2383
Eldorado,Argentina,-26.4,-54.6333
Sao Lourenco d'Oeste,Brazil,-26.4,-52.7667
Clevelandia,Brazil,-26.3958,-52.4708
Diego de Almagro,Chile,-26.3911,-70.0458
Campo Ere,Brazil,-26.3833,-53.05
Araquari,Brazil,-26.3833,-48.7167
Carletonville,South Africa,-26.3581,27.3981
Tres Isletas,Argentina,-26.35,-60.4167
Chanaral,Chile,-26.3444,-70.6219
Itaiopolis,Brazil,-26.3358,-49.9058
Katlehong,South Africa,-26.3333,28.15
Joinvile,Brazil,-26.3204,-48.8437
Westonaria,South Africa,-26.3178,27.6506
Mbabane,Eswatini,-26.3167,31.1333
Breyten,South Africa,-26.3,29.9833
Kraaipan,South Africa,-26.294,25.297
Setlagode,South Africa,-26.287,25.117
Vitorino,Brazil,-26.2769,-52.7839
Soweto,South Africa,-26.2678,27.8585
Alberton,South Africa,-26.2672,28.1219
Kriel,South Africa,-26.255,29.263
Springs,South Africa,-26.2547,28.4428
Barracao,Brazil,-26.2539,-53.6328
Bernardo de Irigoyen,Argentina,-26.25,-53.9833
Dionisio Cerqueira,Brazil,-26.25,-53.6333
Rio Negrinho,Brazil,-26.25,-49.5167
Sao Bento do Sul,Brazil,-26.25,-49.3833
Turffontein,South Africa,-26.2446,28.0397
Sao Francisco do Sul,Brazil,-26.2428,-48.6378
Irineopolis,Brazil,-26.2386,-50.7997
Porto Uniao,Brazil,-26.2378,-51.0778
Brakpan,South Africa,-26.2353,28.37
Doornkop,South Africa,-26.2328,27.7833
Germiston,South Africa,-26.2178,28.1672
Trancas,Argentina,-26.2172,-65.2831
Pato Branco,Brazil,-26.2167,-52.6667
Uniao da Vitoria,Brazil,-26.2167,-51.0833
Boksburg,South Africa,-26.2125,28.2625
Johannesburg,South Africa,-26.2044,28.0456
Mbuyapey,Paraguay,-26.2,-56.75
Caazapa,Paraguay,-26.2,-56.38
Campo Alegre,Brazil,-26.1928,-49.2658
Alberdi,Paraguay,-26.19,-58.13
Gympie,Australia,-26.19,152.6655
Benoni,South Africa,-26.1883,28.3206
Formosa,Argentina,-26.1833,-58.1833
Primrose,South Africa,-26.1833,28.1667
Randfontein,South Africa,-26.1797,27.7042
Bedfordview,South Africa,-26.1794,28.1361
Canoinhas,Brazil,-26.1769,-50.39
Bituruna,Brazil,-26.1667,-51.5667
Roodepoort,South Africa,-26.1625,27.8725
Lichtenburg,South Africa,-26.15,26.1667
Marmeleiro,Brazil,-26.1489,-53.0258
Edenvale,South Africa,-26.1411,28.1528
Morokweng,South Africa,-26.127,23.775
San Juan Nepomuceno,Paraguay,-26.1167,-55.93
Mafra,Brazil,-26.1167,-49.8
Sandton,South Africa,-26.107,28.0517
Tres Barras,Brazil,-26.1064,-50.3222
Rio Negro,Brazil,-26.1,-49.79
Pien,Brazil,-26.1,-49.4333
Krugersdorp,South Africa,-26.1,27.7667
Kempton Park,South Africa,-26.1,28.2333
Randburg,South Africa,-26.0936,28.0064
Cafayate,Argentina,-26.0833,-65.9667
Francisco Beltrao,Brazil,-26.0833,-53.05
Dois Vizinhos,Brazil,-26.0833,-53.05
Itsoseng,South Africa,-26.083,25.882
Santo Antonio do Sudoeste,Brazil,-26.0667,-53.7333
Abai,Paraguay,-26.0296,-55.94
Garuva,Brazil,-26.0269,-48.855
Nacunday,Paraguay,-26.02,-54.77
Tshabong,Botswana,-26.02,22.4056
Cruz Machado,Brazil,-26.0167,-51.35
Catembe,Mozambique,-26.005,32.5597
Midrand,South Africa,-25.9992,28.1264
Agudos do Sul,Brazil,-25.9833,-49.3333
Quiindy,Paraguay,-25.973,-57.237
Wanda,Argentina,-25.9667,-54.5833
Coronel Vivida,Brazil,-25.9667,-52.5667
Namaacha,Mozambique,-25.9667,32.0333
Matola,Mozambique,-25.9667,32.4667
Maputo,Mozambique,-25.9667,32.5833
Piggs Peak,Eswatini,-25.961,31.247
Borja,Paraguay,-25.9528,-56.4972
Castelli,Argentina,-25.95,-60.6167
Mangueirinha,Brazil,-25.95,-52.15
Tijucas do Sul,Brazil,-25.9333,-49.1833
Mbuzini,South Africa,-25.9333,31.9333
Ampere,Brazil,-25.915,-53.4728
Acahay,Paraguay,-25.91,-57.11
Guaratuba,Brazil,-25.9,-48.5667
Birdsville,Australia,-25.8986,139.3513
Mallet,Brazil,-25.8778,-50.8208
Witbank,South Africa,-25.877,29.201
Quitandinha,Brazil,-25.8719,-49.4978
Sao Mateus do Sul,Brazil,-25.8667,-50.3833
Mahikeng,South Africa,-25.8656,25.6436
Centurion,South Africa,-25.8603,28.1894
Chopinzinho,Brazil,-25.85,-52.5
Mmabatho,South Africa,-25.85,25.6333
Sao Joao,Brazil,-25.8278,-52.725
Matinhos,Brazil,-25.8167,-48.5333
Bronkhorstspruit,South Africa,-25.805,28.7464
Monte Quemado,Argentina,-25.8036,-62.8303
Rosario de la Frontera,Argentina,-25.8,-64.9667
Garsfontein,South Africa,-25.7913,28.2935
Barberton,South Africa,-25.7861,31.0531
Mandirituba,Brazil,-25.7833,-49.3333
Lapa,Brazil,-25.77,-49.7158
Carapegua,Paraguay,-25.769,-57.247
Middelburg,South Africa,-25.7684,29.4783
Realeza,Brazil,-25.7669,-53.5269
Villarrica,Paraguay,-25.75,-56.4333
Capitan Mauricio Jose Troche,Paraguay,-25.75,-56.4333
Pretoria,South Africa,-25.7461,28.1881
Hartbeespoort,South Africa,-25.7442,27.8994
Pirane,Argentina,-25.7328,-59.11
Rio Azul,Brazil,-25.7328,-50.7958
Jeppe's Reef,South Africa,-25.72,31.477
Candoi,Brazil,-25.7167,-52.1833
Sao Jorge d'Oeste,Brazil,-25.7058,-52.9178
Pinhao,Brazil,-25.6958,-51.66
Langeloop,South Africa,-25.684,31.635
Contenda,Brazil,-25.6758,-49.535
Pretoria-Noord,South Africa,-25.6731,28.1733
Cullinan,South Africa,-25.6728,28.5208
Capanema,Brazil,-25.6719,-53.8089
Sao Joao do Triunfo,Brazil,-25.6667,-50.3333
Rustenburg,South Africa,-25.6667,27.2428
Machadodorp,South Africa,-25.6667,30.25
Brits,South Africa,-25.6344,27.7811
Paraguari,Paraguay,-25.6333,-57.15
Reboucas,Brazil,-25.6061,-50.6928
Makan,South Africa,-25.605,27.91
Puerto Iguazu,Argentina,-25.6,-54.5667
Balsa Nova,Brazil,-25.6,-49.6167
Pontal do Parana,Brazil,-25.5833,-48.35
Phokeng,South Africa,-25.5833,27.1333
Inacio Martins,Brazil,-25.5708,-51.0789
Yaguaron,Paraguay,-25.5667,-57.2833
Betanty,Madagascar,-25.5667,45.5167
Foz do Iguacu,Brazil,-25.54,-54.5875
Maryborough,Australia,-25.5375,152.7019
Sao Jose dos Pinhais,Brazil,-25.535,-49.2058
Presidente Franco,Paraguay,-25.5333,-54.6167
Zeerust,South Africa,-25.5333,26.0833
Marovato,Madagascar,-25.5333,45.2667
Repatriacion,Paraguay,-25.53,-55.95
Paranagua,Brazil,-25.5208,-48.5094
Ciudad del Este,Paraguay,-25.5167,-54.6167
Villeta,Paraguay,-25.51,-57.56
Villa Elisa,Paraguay,-25.5075,-57.5725
Guarambare,Paraguay,-25.49,-57.46
Ita,Paraguay,-25.4833,-57.35
Pirayu,Paraguay,-25.48,-57.23
Morretes,Brazil,-25.4769,-48.8339
Nelspruit,South Africa,-25.4745,30.9703
Irati,Brazil,-25.4697,-50.6547
Campo Largo,Brazil,-25.4589,-49.5278
Ypane,Paraguay,-25.45,-57.53
Itacurubi de la Cordillera,Paraguay,-25.45,-56.85
Dinokana,South Africa,-25.447,25.863
Piraquara,Brazil,-25.4419,-49.0628
Taltal,Chile,-25.4333,-70.4667
Komatipoort,South Africa,-25.4333,31.95
Kwamhlanga,South Africa,-25.432,28.708
Curitiba,Brazil,-25.4297,-49.2711
Palmeira,Brazil,-25.4289,-50.0058
Antonina,Brazil,-25.4289,-48.7119
Windorah,Australia,-25.4205,142.6544
Winterveld,South Africa,-25.42,27.949
Coronel Oviedo,Paraguay,-25.4167,-56.45
Laranjeiras do Sul,Brazil,-25.4167,-52.4167
Araucaria,Brazil,-25.4167,-49.25
Hammanskraal,South Africa,-25.4,28.2833
Manhica,Mozambique,-25.4,32.8
Antaritarika,Madagascar,-25.4,45.75
Nemby,Paraguay,-25.3935,-57.5443
Caacupe,Paraguay,-25.3861,-57.1408
Itaugua,Paraguay,-25.3833,-57.3333
Ypacarai,Paraguay,-25.3833,-57.2667
Guarapuava,Brazil,-25.3833,-51.45
San Antonio,Paraguay,-25.3797,-57.6097
Cantagalo,Brazil,-25.3739,-52.1258
Eidsvold,Australia,-25.3719,151.123
Doctor Juan Eulogio Estigarribia,Paraguay,-25.37,-55.7
Campo Magro,Brazil,-25.3689,-49.4508
Teixeira Soares,Brazil,-25.3678,-50.4608
Quatro Barras,Brazil,-25.3667,-49.0833
Mogogelo,South Africa,-25.354,28.138
Capiata,Paraguay,-25.35,-57.42
Sao Miguel do Iguacu,Brazil,-25.35,-54.1667
San Lorenzo,Paraguay,-25.34,-57.52
Comandante Fontana,Argentina,-25.3333,-59.6833
Almirante Tamandare,Brazil,-25.325,-49.31
Fernando de la Mora,Paraguay,-25.32,-57.54
Ambazoa,Madagascar,-25.3139,45.8972
San Bernardino,Paraguay,-25.3106,-57.2961
Campina Grande do Sul,Brazil,-25.3058,-49.055
Boekenhouthoek,South Africa,-25.303,29.015
Asuncion,Paraguay,-25.3,-57.6333
Nova Laranjeiras,Brazil,-25.3,-52.5333
Tranovaho,Madagascar,-25.3,44.9667
Aregua,Paraguay,-25.2953,-57.4147
Medianeira,Brazil,-25.295,-54.0939
Colombo,Brazil,-25.2919,-49.2239
Hervey Bay,Australia,-25.29,152.84
Elandsdoorn,South Africa,-25.288,29.196
Clorinda,Argentina,-25.2833,-57.7167
Erada,Madagascar,-25.2833,45.9333
Atyra,Paraguay,-25.2786,-57.1706
Mogwase,South Africa,-25.276,27.216
Mathibestad,South Africa,-25.276,28.178
Luque,Paraguay,-25.27,-57.4872
Tobati,Paraguay,-25.2667,-57.3167
Matelandia,Brazil,-25.25,-53.9833
Ambondro,Madagascar,-25.25,45.8333
Makapanstad,South Africa,-25.239,28.116
Altos,Paraguay,-25.2333,-57.25
Caraguatay,Paraguay,-25.2333,-56.8167
Lobatse,Botswana,-25.2167,25.6667
Prudentopolis,Brazil,-25.2128,-50.9778
Mariano Roque Alonso,Paraguay,-25.2122,-57.5331
Yulara,Australia,-25.2069,130.971
Catanduvas,Brazil,-25.2028,-53.1569
Imbituva,Brazil,-25.2,-50.5833
Itaperucu,Brazil,-25.2,-49.3667
Kopoky,Madagascar,-25.2,45.2
Mabeskraal,South Africa,-25.196,26.803
Bocaiuva do Sul,Brazil,-25.1833,-49.1333
Sihanamaro,Madagascar,-25.1833,45.7667
Ambovombe,Madagascar,-25.1764,46.0833
Limpio,Paraguay,-25.1683,-57.4942
Rio Branco do Sul,Brazil,-25.1667,-49.3
Maroaloka,Madagascar,-25.1667,46.2
Sampona,Madagascar,-25.15,46.3167
Ceu Azul,Brazil,-25.1469,-53.8489
Emboscada,Paraguay,-25.1233,-57.3553
Siyabuswa,South Africa,-25.1167,29.05
Androka,Madagascar,-25.1167,44.45
Villa Hayes,Paraguay,-25.1,-57.5667
Guaraniacu,Brazil,-25.1,-52.8667
Marolinta,Madagascar,-25.1,44.6167
Sarasambo,Madagascar,-25.1,46.7833
Ponta Grossa,Brazil,-25.0994,-50.1583
Sabie,South Africa,-25.0978,30.7792
Lydenburg,South Africa,-25.096,30.446
Joaquin V. Gonzalez,Argentina,-25.0833,-64.1833
Adamstown,Pitcairn Islands,-25.0667,-130.1
Yhu,Paraguay,-25.06,-55.93
Santa Teresa,Brazil,-25.0519,-53.6328
Arroyos y Esteros,Paraguay,-25.05,-57.09
Xai-Xai,Mozambique,-25.05,33.65
Amboasary,Madagascar,-25.05,46.3833
Ranopiso,Madagascar,-25.05,46.6667
Macia,Mozambique,-25.0333,33.1
Manambaro,Madagascar,-25.0333,46.8167
Tolanaro,Madagascar,-25.0325,46.9833
Ipiranga,Brazil,-25.0239,-50.5839
Androka,Madagascar,-25.0219,44.0749
Ankaramena,Madagascar,-25.0167,46.75
Cananeia,Brazil,-25.0147,-47.9267
Ivai,Brazil,-25.0108,-50.8589
Soanierana,Madagascar,-25,46.8833
Rosario de Lerma,Argentina,-24.9833,-65.5833
Kanye,Botswana,-24.9833,25.35
Benjamin Aceval,Paraguay,-24.9703,-57.5667
Cascavel,Brazil,-24.9556,-53.4553
Behara,Madagascar,-24.95,46.3833
Theodore,Australia,-24.9472,150.0755
Santa Maria,Brazil,-24.9389,-51.8628
Carambei,Brazil,-24.9333,-50.0833
Ifarantsa,Madagascar,-24.9333,46.85
Jafaro,Madagascar,-24.9167,45.5167
Cerrillos,Argentina,-24.9,-65.4833
Palmital,Brazil,-24.8928,-52.2028
Yaraka,Australia,-24.8819,144.078
Carnarvon,Australia,-24.8672,113.6611
Ramotswa,Botswana,-24.8667,25.8167
Bundaberg,Australia,-24.8661,152.3494
Santa Helena,Brazil,-24.86,-54.3328
Maltahohe,Namibia,-24.8333,16.9833
Cerro Azul,Brazil,-24.8239,-49.2608
Bargara,Australia,-24.8205,152.4625
Antanimora Atsinanana,Madagascar,-24.8167,45.6667
Corbelia,Brazil,-24.8,-53.3
Isaka-Ivondro,Madagascar,-24.8,46.85
Castro,Brazil,-24.7908,-50.0119
Salta,Argentina,-24.7833,-65.4167
Mahatalaky,Madagascar,-24.7833,47.0833
Mosopa,Botswana,-24.7792,25.4183
Pitanga,Brazil,-24.7569,-51.7608
Cajati,Brazil,-24.7361,-48.1228
Regedor Quissico,Mozambique,-24.7257,34.766
Casteel,South Africa,-24.7247,31.0201
Thamaga,Botswana,-24.7167,25.5333
Pariquera-Acu,Brazil,-24.715,-47.8811
Toledo,Brazil,-24.7139,-53.7428
Manjacaze,Mozambique,-24.7117,33.8828
Iguape,Brazil,-24.7081,-47.5553
Las Lomitas,Argentina,-24.7072,-60.5944
Veinticinco de Diciembre,Paraguay,-24.7,-56.55
Tranoroa,Madagascar,-24.7,45.0667
Jacupiranga,Brazil,-24.6925,-48.0022
Chibuto,Mozambique,-24.6833,33.5333
Itampolo,Madagascar,-24.6833,43.95
Ankiliabo,Madagascar,-24.6833,44.7167
Ampanihy,Madagascar,-24.6833,44.75
General Martin Miguel de Guemes,Argentina,-24.6667,-65.05
Gabane,Botswana,-24.6667,25.7833
Tlokweng,Botswana,-24.6667,25.9667
Amborompotsy,Madagascar,-24.6667,44.95
Andalatanosy,Madagascar,-24.6667,45.6
Gaborone,Botswana,-24.6581,25.9122
San Estanislao,Paraguay,-24.65,-56.4333
Reserva,Brazil,-24.65,-50.8508
Mariental,Namibia,-24.6333,17.9667
Mogoditshane,Botswana,-24.6333,25.8667
Buffelshoek,South Africa,-24.6308,31.1383
Cafelandia,Brazil,-24.6178,-53.32
Roncador,Brazil,-24.6028,-52.275
Jwaneng,Botswana,-24.6019,24.7283
Thabazimbi,South Africa,-24.6,27.4
Tranomaro,Madagascar,-24.6,46.4667
Okkerneutboom,South Africa,-24.595,31.139
Acornhoek,South Africa,-24.593,31.097
Candido de Abreu,Brazil,-24.5833,-51.3333
Mmopone,Botswana,-24.5669,25.8733
Marechal Candido Rondon,Brazil,-24.5667,-54.0667
Ranomafana,Madagascar,-24.5667,46.9667
Metsemotlhaba,Botswana,-24.5531,25.8039
Campina da Lagoa,Brazil,-24.55,-52.7167
Bekitro,Madagascar,-24.55,45.3
Pirai do Sul,Brazil,-24.5347,-49.9389
Chokwe,Mozambique,-24.5253,33.0086
Eldorado,Brazil,-24.52,-48.1081
Zavora,Mozambique,-24.5167,35.2
Manuel Ribas,Brazil,-24.5158,-51.6678
Apiai,Brazil,-24.5097,-48.8428
Tibagi,Brazil,-24.5,-50.4
Registro,Brazil,-24.4875,-47.8436
Ebelo,Madagascar,-24.4833,46.0333
Bevoay,Madagascar,-24.4833,47.0167
Villa Curuguaty,Paraguay,-24.48,-55.71
Kopong,Botswana,-24.4686,25.8922
Ankilimivory,Madagascar,-24.4667,44.9667
Monte Rico,Argentina,-24.4514,-65.1667
Imbau,Brazil,-24.445,-50.7608
Imanombo,Madagascar,-24.4333,45.8167
Villa del Rosario,Paraguay,-24.4167,-57.1167
Mochudi,Botswana,-24.4167,26.15
Molepolole,Botswana,-24.4067,25.495
Biloela,Australia,-24.4002,150.5133
Sete Barras,Brazil,-24.3878,-47.9256
Antaly,Madagascar,-24.3833,44.4
Manevy,Madagascar,-24.3833,46.8
Ampasimena,Madagascar,-24.3667,47.1667
Bedourie,Australia,-24.3594,139.4691
Telemaco Borba,Brazil,-24.35,-50.6167
Ejeda,Madagascar,-24.35,44.5167
Maromby,Madagascar,-24.35,46.5667
Esira,Madagascar,-24.3333,46.7
Peruibe,Brazil,-24.3231,-47.0022
Juquia,Brazil,-24.3208,-47.6347
Lebowakgomo,South Africa,-24.305,29.565
Mambore,Brazil,-24.3,-52.5333
Itariri,Brazil,-24.2889,-47.1739
Palotina,Brazil,-24.2833,-53.8397
Iretama,Brazil,-24.2833,-52.0333
Mahabo,Madagascar,-24.2833,45.2153
Marotsiraka,Madagascar,-24.2833,45.9833
Manantenina,Madagascar,-24.2833,47.3167
Miracatu,Brazil,-24.2808,-47.46
Pedro de Toledo,Brazil,-24.2747,-47.2328
Gogogogo,Madagascar,-24.2667,44.8
Palpala,Argentina,-24.25,-65.1167
Ivaipora,Brazil,-24.25,-51.75
Jaguariaiva,Brazil,-24.25,-49.7
Analapatsy,Madagascar,-24.25,47.2
Katuete,Paraguay,-24.2481,-54.7575
Ventania,Brazil,-24.2458,-50.2428
Analamary,Madagascar,-24.2333,47.2167
Ribeirao Branco,Brazil,-24.2208,-48.7656
San Pedro,Argentina,-24.2196,-64.87
San Antonio de los Cobres,Argentina,-24.2178,-66.32
Bekily,Madagascar,-24.2162,45.3166
Ortigueira,Brazil,-24.2,-50.9167
Goio-Ere,Brazil,-24.185,-53.0278
Guapiara,Brazil,-24.185,-48.5328
San Salvador de Jujuy,Argentina,-24.1833,-65.3
Beraketa,Madagascar,-24.1833,45.6833
Itanhaem,Brazil,-24.1806,-46.7828
Arapoti,Brazil,-24.1667,-49.6667
Beahitse,Madagascar,-24.1667,44.4333
Mahaly,Madagascar,-24.1667,46.35
Terra Roxa d'Oeste,Brazil,-24.1569,-54.0969
Francisco Caballero Alvarez,Paraguay,-24.1543,-54.6659
Jardim Alegre,Brazil,-24.15,-51.7167
Vohitany,Madagascar,-24.1333,44.7667
Itarare,Brazil,-24.1125,-49.3317
San Pedro de Ycuamandiyu,Paraguay,-24.1,-57.0833
Senges,Brazil,-24.1,-49.4833
Androtsy,Madagascar,-24.1,46.3
Lokwabe,Botswana,-24.0961,21.7781
Mongagua,Brazil,-24.0875,-46.6289
Villa Ygatimi,Paraguay,-24.08,-55.5
Guaira,Brazil,-24.08,-54.2558
Tsivory,Madagascar,-24.0683,46.0756
Barbosa Ferraz,Brazil,-24.0667,-52.05
Panda,Mozambique,-24.0629,34.7303
Fotadrevo,Madagascar,-24.05,45.0167
Campo Mourao,Brazil,-24.0458,-52.3828
Mariluz,Brazil,-24.0333,-53.2167
Curiuva,Brazil,-24.0333,-50.45
Sandravinany,Madagascar,-24.0333,47.4333
Salto del Guaira,Paraguay,-24.02,-54.34
Alto Piquiri,Brazil,-24.0167,-53.4667
Moreira Sales,Brazil,-24.0167,-53.05
Praia Grande,Brazil,-24.0061,-46.4028
Capao Bonito,Brazil,-24.0058,-48.3494
Ipora,Brazil,-24.0028,-53.7039
Faxinal,Brazil,-24.0008,-51.32
Ambahita,Madagascar,-24,45.2667
Guaruja,Brazil,-23.9936,-46.2564
Beroy Atsimo,Madagascar,-23.9833,44.6667
Itapeva,Brazil,-23.9822,-48.8756
Lenyenye,South Africa,-23.972,30.269
Sao Vicente,Brazil,-23.9633,-46.3922
Namakgale,South Africa,-23.938,31.028
Santos,Brazil,-23.9369,-46.325
Altonia,Brazil,-23.9333,-53.9
Phalaborwa,South Africa,-23.9333,31.1167
Araruna,Brazil,-23.9319,-52.4958
Juquitiba,Brazil,-23.9319,-47.0686
Lehututu,Botswana,-23.9169,21.8264
Ypejhu,Paraguay,-23.91,-55.46
Beheloka,Madagascar,-23.9017,43.7635
Ingeniero Guillermo N. Juarez,Argentina,-23.9,-61.85
Lima,Paraguay,-23.9,-56.3333
Peabiru,Brazil,-23.9,-52.3333
Polokwane,South Africa,-23.9,29.45
Masiaboay,Madagascar,-23.9,44.4667
Lazarivo,Madagascar,-23.9,44.95
Cubatao,Brazil,-23.8953,-46.4256
Paranhos,Brazil,-23.8928,-55.4308
Mankoeng,South Africa,-23.886,29.718
Nkowakowa,South Africa,-23.886,30.293
Sao Miguel Arcanjo,Brazil,-23.8783,-47.9972
Venceslau Bras,Brazil,-23.8739,-49.8028
Maxixe,Mozambique,-23.8667,35.35
Soamanonga,Madagascar,-23.8667,44.7833
Sao Pedro do Ivai,Brazil,-23.865,-51.8558
Inhambane,Mozambique,-23.865,35.3833
Itabera,Brazil,-23.8619,-49.1372
Bertioga,Brazil,-23.8547,-46.1389
Sao Lourenco da Serra,Brazil,-23.8528,-46.9428
Salesopolis,Brazil,-23.8461,-46.6297
Gladstone,Australia,-23.8427,151.2555
Ibaiti,Brazil,-23.8333,-50.1667
Tzaneen,South Africa,-23.8333,30.1667
